序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
77001,="16:34:58.276",0x11D6680,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9D 0F 
77002,="16:34:58.276",0x11D6681,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0B 00 
77003,="16:34:58.276",0x11D6682,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 58 19 
77004,="16:34:58.276",0x11D6683,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77005,="16:34:58.276",0x11D668D,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77006,="16:34:58.276",0x11D668F,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77007,="16:34:58.276",0x11D6690,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77008,="16:34:58.276",0x11D6691,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A2 0F 
77009,="16:34:58.276",0x11D6692,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 10 00 
77010,="16:34:58.276",0x11D6693,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5F 19 
77011,="16:34:58.276",0x11D6695,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 19 00 
77012,="16:34:58.276",0x11D6696,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77013,="16:34:58.276",0x11D6697,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77014,="16:34:58.276",0x11D6698,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77015,="16:34:58.276",0x11D6699,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77016,="16:34:58.276",0x11D669B,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77017,="16:34:58.276",0x11D669B,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77018,="16:34:58.276",0x11D66A0,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9F 0F 
77019,="16:34:58.276",0x11D66A1,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5A 19 
77020,="16:34:58.276",0x11D66A2,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 04 00 
77021,="16:34:58.276",0x11D66A3,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 02 00 
77022,="16:34:58.276",0x11D66A5,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77023,="16:34:58.276",0x11D66AB,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77024,="16:34:58.276",0x11D66AC,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77025,="16:34:58.276",0x11D66AE,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77026,="16:34:58.276",0x11D66AF,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A4 0F 
77027,="16:34:58.276",0x11D66B0,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 00 00 
77028,="16:34:58.276",0x11D66B1,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 63 19 
77029,="16:34:58.276",0x11D66B3,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
77030,="16:34:58.276",0x11D66B4,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77031,="16:34:58.276",0x11D66B5,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77032,="16:34:58.276",0x11D66B6,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77033,="16:34:58.276",0x11D66B7,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77034,="16:34:58.276",0x11D66B9,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77035,="16:34:58.276",0x11D66B9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77036,="16:34:58.276",0x11D66BD,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A3 0F 
77037,="16:34:58.276",0x11D66BE,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 61 19 
77038,="16:34:58.276",0x11D66C0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 08 00 
77039,="16:34:58.276",0x11D66C1,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 05 00 
77040,="16:34:58.276",0x11D66C2,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77041,="16:34:58.276",0x11D66C9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77042,="16:34:58.276",0x11D66CA,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77043,="16:34:58.276",0x11D66CC,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77044,="16:34:58.276",0x11D66CD,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 03 00 
77045,="16:34:58.276",0x11D66CE,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 04 00 
77046,="16:34:58.276",0x11D66CF,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5F 19 
77047,="16:34:58.276",0x11D66D1,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A2 0F 
77048,="16:34:58.276",0x11D66D2,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77049,="16:34:58.276",0x11D66D3,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77050,="16:34:58.276",0x11D66D4,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77051,="16:34:58.276",0x11D66D5,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77052,="16:34:58.276",0x11D66D6,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77053,="16:34:58.276",0x11D66D7,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77054,="16:34:58.276",0x11D66D9,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 08 00 
77055,="16:34:58.276",0x11D66DA,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0D 00 
77056,="16:34:58.276",0x11D66DB,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A4 0F 
77057,="16:34:58.276",0x11D66DC,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 63 19 
77058,="16:34:58.276",0x11D66DE,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77059,="16:34:58.276",0x11D66E7,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77060,="16:34:58.276",0x11D66E8,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77061,="16:34:58.276",0x11D66EA,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77062,="16:34:58.276",0x11D66EB,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 FE FF 
77063,="16:34:58.276",0x11D66EC,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9C 0F 
77064,="16:34:58.276",0x11D66ED,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 56 19 
77065,="16:34:58.276",0x11D66EE,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 FC FF 
77066,="16:34:58.276",0x11D66F0,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77067,="16:34:58.276",0x11D66F1,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77068,="16:34:58.276",0x11D66F2,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77069,="16:34:58.276",0x11D66F3,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77070,="16:34:58.276",0x11D66F4,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77071,="16:34:58.276",0x11D66F5,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77072,="16:34:58.276",0x11D66F8,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A1 0F 
77073,="16:34:58.276",0x11D66F9,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5E 19 
77074,="16:34:58.276",0x11D66FA,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 15 00 
77075,="16:34:58.276",0x11D66FC,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0D 00 
77076,="16:34:58.276",0x11D66FD,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77077,="16:34:58.276",0x11D6705,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77078,="16:34:58.276",0x11D6706,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77079,="16:34:58.276",0x11D6708,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77080,="16:34:58.276",0x11D6709,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 08 00 
77081,="16:34:58.276",0x11D670A,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A0 0F 
77082,="16:34:58.276",0x11D670B,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5C 19 
77083,="16:34:58.276",0x11D670C,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0D 00 
77084,="16:34:58.276",0x11D670E,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77085,="16:34:58.276",0x11D670F,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77086,="16:34:58.276",0x11D6710,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77087,="16:34:58.276",0x11D6711,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77088,="16:34:58.276",0x11D6712,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77089,="16:34:58.276",0x11D6713,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77090,="16:34:58.276",0x11D6714,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 14 00 
77091,="16:34:58.276",0x11D6716,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9C 0F 
77092,="16:34:58.276",0x11D6717,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0C 00 
77093,="16:34:58.276",0x11D6718,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 55 19 
77094,="16:34:58.276",0x11D6719,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77095,="16:34:58.276",0x11D6723,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77096,="16:34:58.276",0x11D6724,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77097,="16:34:58.276",0x11D6725,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77098,="16:34:58.276",0x11D6727,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9A 0F 
77099,="16:34:58.276",0x11D6728,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 07 00 
77100,="16:34:58.276",0x11D6729,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 53 19 
77101,="16:34:58.276",0x11D672A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0B 00 
77102,="16:34:58.276",0x11D672C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77103,="16:34:58.276",0x11D672D,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77104,="16:34:58.276",0x11D672E,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77105,="16:34:58.276",0x11D672F,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77106,="16:34:58.276",0x11D6730,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77107,="16:34:58.276",0x11D6731,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77108,="16:34:58.276",0x11D6735,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9C 0F 
77109,="16:34:58.276",0x11D6737,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 55 19 
77110,="16:34:58.276",0x11D6738,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 FB FF 
77111,="16:34:58.276",0x11D6739,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 FD FF 
77112,="16:34:58.276",0x11D673A,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77113,="16:34:58.276",0x11D6741,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77114,="16:34:58.276",0x11D6742,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77115,="16:34:58.276",0x11D6743,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77116,="16:34:58.276",0x11D6745,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A1 0F 
77117,="16:34:58.276",0x11D6746,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 05 00 
77118,="16:34:58.276",0x11D6747,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5E 19 
77119,="16:34:58.276",0x11D6748,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 08 00 
77120,="16:34:58.276",0x11D674A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77121,="16:34:58.276",0x11D674B,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77122,="16:34:58.276",0x11D674C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77123,="16:34:58.276",0x11D674D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77124,="16:34:58.276",0x11D674E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77125,="16:34:58.276",0x11D674F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77126,="16:34:58.276",0x11D6753,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A1 0F 
77127,="16:34:58.276",0x11D6754,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5D 19 
77128,="16:34:58.276",0x11D6755,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0B 00 
77129,="16:34:58.276",0x11D6757,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 07 00 
77130,="16:34:58.276",0x11D6758,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77131,="16:34:58.276",0x11D675F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77132,="16:34:58.276",0x11D6760,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77133,="16:34:58.276",0x11D6761,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A1 0F 
77134,="16:34:58.276",0x11D6763,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 00 00 
77135,="16:34:58.276",0x11D6764,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5D 19 
77136,="16:34:58.276",0x11D6765,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
77137,="16:34:58.276",0x11D6766,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77138,="16:34:58.276",0x11D6767,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77139,="16:34:58.276",0x11D6769,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77140,="16:34:58.276",0x11D676A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77141,="16:34:58.276",0x11D676B,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77142,="16:34:58.276",0x11D676C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77143,="16:34:58.276",0x11D676D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77144,="16:34:58.276",0x11D676E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9A 0F 
77145,="16:34:58.276",0x11D676F,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 53 19 
77146,="16:34:58.276",0x11D6771,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
77147,="16:34:58.276",0x11D6772,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 00 00 
77148,="16:34:58.276",0x11D6773,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77149,="16:34:58.276",0x11D677D,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77150,="16:34:58.276",0x11D677E,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77151,="16:34:58.276",0x11D677F,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77152,="16:34:58.276",0x11D6781,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0C 00 
77153,="16:34:58.276",0x11D6782,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9D 0F 
77154,="16:34:58.276",0x11D6783,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 58 19 
77155,="16:34:58.276",0x11D6784,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 14 00 
77156,="16:34:58.276",0x11D6786,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77157,="16:34:58.276",0x11D6787,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77158,="16:34:58.276",0x11D6788,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77159,="16:34:58.276",0x11D6789,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77160,="16:34:58.276",0x11D678A,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77161,="16:34:58.276",0x11D678B,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77162,="16:34:58.307",0x11D678E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A7 0F 
77163,="16:34:58.307",0x11D678F,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 67 19 
77164,="16:34:58.307",0x11D6790,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 F7 FF 
77165,="16:34:58.307",0x11D6791,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 FB FF 
77166,="16:34:58.307",0x11D6793,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77167,="16:34:58.307",0x11D679B,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77168,="16:34:58.307",0x11D679C,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77169,="16:34:58.307",0x11D679D,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77170,="16:34:58.307",0x11D679F,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77171,="16:34:58.307",0x11D67A0,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A6 0F 
77172,="16:34:58.307",0x11D67A1,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 65 19 
77173,="16:34:58.307",0x11D67A2,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 11 00 
77174,="16:34:58.307",0x11D67A3,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0B 00 
77175,="16:34:58.307",0x11D67A5,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77176,="16:34:58.307",0x11D67A6,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77177,="16:34:58.307",0x11D67A7,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77178,="16:34:58.307",0x11D67A8,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77179,="16:34:58.307",0x11D67A9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77180,="16:34:58.307",0x11D67AC,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 07 00 
77181,="16:34:58.307",0x11D67AD,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0C 00 
77182,="16:34:58.307",0x11D67AE,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9D 0F 
77183,="16:34:58.307",0x11D67AF,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 58 19 
77184,="16:34:58.307",0x11D67B1,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77185,="16:34:58.307",0x11D67B9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77186,="16:34:58.307",0x11D67BA,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77187,="16:34:58.307",0x11D67BB,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77188,="16:34:58.307",0x11D67BD,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9D 0F 
77189,="16:34:58.307",0x11D67BE,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 02 00 
77190,="16:34:58.307",0x11D67BF,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 56 19 
77191,="16:34:58.307",0x11D67C0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 04 00 
77192,="16:34:58.307",0x11D67C1,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77193,="16:34:58.307",0x11D67C3,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77194,="16:34:58.307",0x11D67C4,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77195,="16:34:58.307",0x11D67C5,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77196,="16:34:58.307",0x11D67C6,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77197,="16:34:58.307",0x11D67C7,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77198,="16:34:58.307",0x11D67CB,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A5 0F 
77199,="16:34:58.307",0x11D67CC,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 64 19 
77200,="16:34:58.307",0x11D67CE,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 10 00 
77201,="16:34:58.307",0x11D67CF,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0A 00 
77202,="16:34:58.307",0x11D67D0,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77203,="16:34:58.307",0x11D67D7,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77204,="16:34:58.307",0x11D67D8,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77205,="16:34:58.307",0x11D67D9,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77206,="16:34:58.307",0x11D67DB,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9F 0F 
77207,="16:34:58.307",0x11D67DC,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0A 00 
77208,="16:34:58.307",0x11D67DD,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5A 19 
77209,="16:34:58.307",0x11D67DE,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 11 00 
77210,="16:34:58.307",0x11D67DF,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77211,="16:34:58.307",0x11D67E1,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77212,="16:34:58.307",0x11D67E2,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
